ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
34206_at,7.70E-01,4.86E-01,6.99E-01,-6.20555,1.47E-01,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1"
207127_s_at,7.70E-01,4.86E-01,6.99E-01,-6.20557,1.03E-01,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3
204094_s_at,7.70E-01,4.87E-01,6.99E-01,-6.20578,1.04E-01,TSC22D2,TSC22 domain family member 2
211689_s_at,7.70E-01,4.87E-01,-6.99E-01,-6.20583,-1.08E-01,TMPRSS2,"transmembrane protease, serine 2"
209752_at,7.70E-01,4.87E-01,-6.99E-01,-6.2059,-1.53E-01,REG1A,regenerating family member 1 alpha
53912_at,7.70E-01,4.87E-01,6.99E-01,-6.20591,9.94E-02,SNX11,sorting nexin 11
203385_at,7.70E-01,4.87E-01,6.99E-01,-6.20593,1.25E-01,DGKA,diacylglycerol kinase alpha
206259_at,7.70E-01,4.87E-01,6.99E-01,-6.20596,1.16E-01,PROC,"protein C, inactivator of coagulation factors Va and VIIIa"
221397_at,7.70E-01,4.87E-01,-6.99E-01,-6.20597,-1.12E-01,TAS2R10,taste 2 receptor member 10
205567_at,7.70E-01,4.87E-01,6.99E-01,-6.206,9.15E-02,CHST1,carbohydrate sulfotransferase 1
208574_at,7.70E-01,4.87E-01,6.99E-01,-6.20601,1.50E-01,SOX14,SRY-box 14
201617_x_at,7.70E-01,4.87E-01,6.99E-01,-6.20609,1.05E-01,CALD1,caldesmon 1
209730_at,7.70E-01,4.87E-01,6.98E-01,-6.20623,8.54E-02,SEMA3F,semaphorin 3F
210383_at,7.70E-01,4.87E-01,-6.98E-01,-6.20627,-1.41E-01,SCN1A,sodium voltage-gated channel alpha subunit 1
203691_at,7.70E-01,4.87E-01,-6.98E-01,-6.2063,-1.00E-01,PI3,peptidase inhibitor 3
202186_x_at,7.70E-01,4.87E-01,-6.98E-01,-6.20635,-1.25E-01,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha
213155_at,7.70E-01,4.87E-01,-6.98E-01,-6.20648,-1.12E-01,LOC339166///WSCD1,uncharacterized LOC339166///WSC domain containing 1
202695_s_at,7.70E-01,4.87E-01,6.98E-01,-6.2065,1.09E-01,STK17A,serine/threonine kinase 17a
202080_s_at,7.70E-01,4.87E-01,-6.98E-01,-6.20654,-8.77E-02,TRAK1,trafficking kinesin protein 1
213428_s_at,7.70E-01,4.87E-01,-6.98E-01,-6.20656,-1.12E-01,COL6A1,collagen type VI alpha 1 chain
221256_s_at,7.70E-01,4.87E-01,6.98E-01,-6.20667,1.11E-01,HDHD3,haloacid dehalogenase like hydrolase domain containing 3
201544_x_at,7.70E-01,4.87E-01,6.98E-01,-6.20667,8.22E-02,BCL2L2-PABPN1///PABPN1///BCL2L2,BCL2L2-PABPN1 readthrough///poly(A) binding protein nuclear 1///BCL2 like 2
221836_s_at,7.70E-01,4.88E-01,6.98E-01,-6.20689,1.03E-01,TRAPPC9,trafficking protein particle complex 9
202183_s_at,7.70E-01,4.88E-01,6.97E-01,-6.20692,9.99E-02,KIF22,kinesin family member 22
218360_at,7.70E-01,4.88E-01,-6.97E-01,-6.20695,-1.30E-01,RAB22A,"RAB22A, member RAS oncogene family"
215183_at,7.70E-01,4.88E-01,-6.97E-01,-6.20697,-8.68E-02,,
206286_s_at,7.70E-01,4.88E-01,-6.97E-01,-6.207,-1.34E-01,TDGF1P3///TDGF1,teratocarcinoma-derived growth factor 1 pseudogene 3///teratocarcinoma-derived growth factor 1
210984_x_at,7.71E-01,4.88E-01,-6.97E-01,-6.20716,-9.37E-02,EGFR,epidermal growth factor receptor
221388_at,7.71E-01,4.88E-01,-6.97E-01,-6.20717,-1.08E-01,OR1A1,olfactory receptor family 1 subfamily A member 1
214394_x_at,7.71E-01,4.88E-01,6.97E-01,-6.20733,1.23E-01,EEF1D,eukaryotic translation elongation factor 1 delta
211953_s_at,7.71E-01,4.88E-01,-6.97E-01,-6.20735,-1.29E-01,IPO5,importin 5
206757_at,7.71E-01,4.88E-01,-6.97E-01,-6.20738,-1.08E-01,PDE5A,phosphodiesterase 5A
219255_x_at,7.71E-01,4.88E-01,6.97E-01,-6.20747,1.01E-01,IL17RB,interleukin 17 receptor B
208953_at,7.71E-01,4.88E-01,-6.97E-01,-6.20748,-1.20E-01,LARP4B,La ribonucleoprotein domain family member 4B
203609_s_at,7.71E-01,4.88E-01,6.97E-01,-6.2075,1.40E-01,ALDH5A1,aldehyde dehydrogenase 5 family member A1
215005_at,7.71E-01,4.88E-01,-6.97E-01,-6.20754,-1.06E-01,NECAB2,N-terminal EF-hand calcium binding protein 2
212009_s_at,7.71E-01,4.88E-01,6.97E-01,-6.20754,1.02E-01,STIP1,stress induced phosphoprotein 1
203647_s_at,7.71E-01,4.88E-01,6.96E-01,-6.20767,2.45E-01,FDX1,ferredoxin 1
215684_s_at,7.71E-01,4.88E-01,-6.96E-01,-6.20779,-1.13E-01,ASCC2,activating signal cointegrator 1 complex subunit 2
209420_s_at,7.71E-01,4.88E-01,-6.96E-01,-6.20783,-8.77E-02,SMPD1,sphingomyelin phosphodiesterase 1
211063_s_at,7.71E-01,4.88E-01,6.96E-01,-6.20785,9.66E-02,NCK1,NCK adaptor protein 1
210264_at,7.71E-01,4.88E-01,-6.96E-01,-6.20787,-8.99E-02,GPR35,G protein-coupled receptor 35
203420_at,7.71E-01,4.89E-01,6.96E-01,-6.2079,1.64E-01,FAM8A1,family with sequence similarity 8 member A1
202033_s_at,7.71E-01,4.89E-01,6.96E-01,-6.20794,1.37E-01,RB1CC1,RB1 inducible coiled-coil 1
209783_at,7.71E-01,4.89E-01,6.96E-01,-6.20809,1.51E-01,DBP,D-box binding PAR bZIP transcription factor
212738_at,7.71E-01,4.89E-01,6.96E-01,-6.20817,9.54E-02,ARHGAP19,Rho GTPase activating protein 19
219349_s_at,7.71E-01,4.89E-01,6.96E-01,-6.20817,1.17E-01,EXOC2,exocyst complex component 2
207342_at,7.71E-01,4.89E-01,-6.96E-01,-6.20817,-1.54E-01,CNGB1,cyclic nucleotide gated channel beta 1
216702_x_at,7.71E-01,4.89E-01,-6.96E-01,-6.20825,-1.03E-01,,
210360_s_at,7.71E-01,4.89E-01,-6.95E-01,-6.20834,-9.08E-02,MTSS1,metastasis suppressor 1
201191_at,7.71E-01,4.89E-01,6.95E-01,-6.2085,9.86E-02,PITPNA,phosphatidylinositol transfer protein alpha
214994_at,7.72E-01,4.89E-01,6.95E-01,-6.20877,1.31E-01,APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F
215940_at,7.72E-01,4.89E-01,-6.95E-01,-6.20891,-1.31E-01,LINC01361,long intergenic non-protein coding RNA 1361
AFFX-BioB-5_at,7.72E-01,4.90E-01,6.94E-01,-6.20899,1.65E-01,,
204322_at,7.72E-01,4.90E-01,-6.94E-01,-6.20902,-1.39E-01,GOLIM4,golgi integral membrane protein 4
205755_at,7.72E-01,4.90E-01,6.94E-01,-6.20952,1.48E-01,ITIH3,inter-alpha-trypsin inhibitor heavy chain 3
207955_at,7.72E-01,4.90E-01,6.94E-01,-6.20955,1.49E-01,CCL27,C-C motif chemokine ligand 27
205114_s_at,7.73E-01,4.90E-01,-6.93E-01,-6.20971,-1.28E-01,CCL3L3///CCL3L1///CCL3,C-C motif chemokine ligand 3 like 3///C-C motif chemokine ligand 3 like 1///C-C motif chemokine ligand 3
217644_s_at,7.73E-01,4.90E-01,-6.93E-01,-6.20972,-1.83E-01,SOS2,SOS Ras/Rho guanine nucleotide exchange factor 2
213997_at,7.73E-01,4.90E-01,6.93E-01,-6.20992,1.33E-01,FAM189A1,family with sequence similarity 189 member A1
221893_s_at,7.73E-01,4.90E-01,6.93E-01,-6.20996,1.30E-01,ADCK2,aarF domain containing kinase 2
211778_s_at,7.73E-01,4.90E-01,-6.93E-01,-6.20999,-8.46E-02,OVOL2,ovo like zinc finger 2
221655_x_at,7.73E-01,4.90E-01,6.93E-01,-6.21002,1.06E-01,EPS8L1,EPS8 like 1
214716_at,7.73E-01,4.91E-01,6.93E-01,-6.21011,1.55E-01,BMP2K,BMP2 inducible kinase
211684_s_at,7.74E-01,4.91E-01,-6.92E-01,-6.21071,-8.83E-02,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2
211068_x_at,7.74E-01,4.91E-01,-6.92E-01,-6.21073,-1.07E-01,LOC101930591///FAM21C,uncharacterized LOC101930591///family with sequence similarity 21 member C
214520_at,7.74E-01,4.91E-01,-6.92E-01,-6.21077,-1.22E-01,FOXC2,forkhead box C2
217409_at,7.74E-01,4.91E-01,-6.92E-01,-6.21078,-1.07E-01,,
218347_at,7.74E-01,4.91E-01,6.92E-01,-6.21095,9.28E-02,TYW1,tRNA-yW synthesizing protein 1 homolog
210499_s_at,7.74E-01,4.91E-01,6.92E-01,-6.21097,1.20E-01,PQBP1,polyglutamine binding protein 1
216352_x_at,7.74E-01,4.91E-01,-6.91E-01,-6.21114,-1.11E-01,PCDHGA3,"protocadherin gamma subfamily A, 3"
212598_at,7.74E-01,4.92E-01,-6.91E-01,-6.21119,-7.97E-02,WDFY3,WD repeat and FYVE domain containing 3
219706_at,7.74E-01,4.92E-01,6.91E-01,-6.21127,1.48E-01,AP5S1,adaptor related protein complex 5 sigma 1 subunit
201834_at,7.74E-01,4.92E-01,6.91E-01,-6.21145,1.14E-01,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1
217185_s_at,7.74E-01,4.92E-01,-6.91E-01,-6.21146,-1.31E-01,ZNF259P1///ZPR1,zinc finger protein 259 pseudogene 1///ZPR1 zinc finger
207674_at,7.74E-01,4.92E-01,6.91E-01,-6.21147,1.11E-01,FCAR,Fc fragment of IgA receptor
213419_at,7.74E-01,4.92E-01,-6.91E-01,-6.21149,-1.22E-01,APBB2,amyloid beta precursor protein binding family B member 2
200981_x_at,7.74E-01,4.92E-01,6.91E-01,-6.21151,1.10E-01,GNAS,GNAS complex locus
220412_x_at,7.74E-01,4.92E-01,6.91E-01,-6.21158,1.19E-01,KCNK7,potassium two pore domain channel subfamily K member 7
217036_at,7.74E-01,4.92E-01,6.91E-01,-6.21162,1.59E-01,,
219220_x_at,7.74E-01,4.92E-01,6.90E-01,-6.21173,9.25E-02,MRPS22,mitochondrial ribosomal protein S22
220652_at,7.74E-01,4.92E-01,-6.90E-01,-6.21181,-1.05E-01,KIF24,kinesin family member 24
219094_at,7.75E-01,4.92E-01,6.90E-01,-6.21194,1.10E-01,ARMC8,armadillo repeat containing 8
213816_s_at,7.75E-01,4.92E-01,-6.90E-01,-6.2121,-8.70E-02,MET,"MET proto-oncogene, receptor tyrosine kinase"
218495_at,7.75E-01,4.92E-01,6.90E-01,-6.21213,1.46E-01,UXT,ubiquitously expressed prefoldin like chaperone
201794_s_at,7.75E-01,4.92E-01,6.90E-01,-6.21216,1.06E-01,SMG7,"SMG7, nonsense mediated mRNA decay factor"
212421_at,7.75E-01,4.92E-01,-6.90E-01,-6.21217,-9.36E-02,KIAA0930,KIAA0930
215160_x_at,7.75E-01,4.92E-01,-6.90E-01,-6.2122,-1.39E-01,FRG1CP///FRG1JP,"FSHD region gene 1 family member C, pseudogene///FSHD region gene 1 family member J, pseudogene"
216753_at,7.75E-01,4.92E-01,6.90E-01,-6.21225,1.46E-01,,
210761_s_at,7.75E-01,4.93E-01,6.90E-01,-6.21229,1.54E-01,GRB7,growth factor receptor bound protein 7
210508_s_at,7.75E-01,4.93E-01,-6.89E-01,-6.21252,-1.88E-01,KCNQ2,potassium voltage-gated channel subfamily Q member 2
204264_at,7.75E-01,4.93E-01,6.89E-01,-6.21254,1.48E-01,CPT2,carnitine palmitoyltransferase 2
217163_at,7.75E-01,4.93E-01,-6.89E-01,-6.21263,-1.55E-01,ESR1,estrogen receptor 1
204910_s_at,7.75E-01,4.93E-01,6.89E-01,-6.21267,1.39E-01,TRIM3,tripartite motif containing 3
217944_at,7.75E-01,4.93E-01,-6.89E-01,-6.21268,-9.07E-02,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
213715_s_at,7.75E-01,4.93E-01,-6.89E-01,-6.21274,-1.08E-01,KANK3,KN motif and ankyrin repeat domains 3
207259_at,7.75E-01,4.93E-01,6.89E-01,-6.21276,8.28E-02,LINC00483,long intergenic non-protein coding RNA 483
206903_at,7.75E-01,4.93E-01,6.89E-01,-6.21277,1.02E-01,EXOG,"endo/exonuclease (5'-3'), endonuclease G-like"
215568_x_at,7.75E-01,4.93E-01,6.88E-01,-6.21305,1.15E-01,LYPLA2,lysophospholipase II
207969_x_at,7.76E-01,4.93E-01,-6.88E-01,-6.21332,-7.33E-02,ACRV1,acrosomal vesicle protein 1
215719_x_at,7.76E-01,4.94E-01,6.88E-01,-6.21338,1.31E-01,FAS,Fas cell surface death receptor
219102_at,7.76E-01,4.94E-01,6.88E-01,-6.21342,9.93E-02,RCN3,reticulocalbin 3
207904_s_at,7.76E-01,4.94E-01,-6.88E-01,-6.21369,-2.23E-01,LNPEP,leucyl and cystinyl aminopeptidase
220605_s_at,7.76E-01,4.94E-01,-6.87E-01,-6.2138,-1.25E-01,SIRT2,sirtuin 2
215630_at,7.76E-01,4.94E-01,6.87E-01,-6.21383,9.65E-02,,
217514_at,7.76E-01,4.94E-01,6.87E-01,-6.21383,1.70E-01,ST8SIA5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
216772_at,7.76E-01,4.94E-01,6.87E-01,-6.21386,1.24E-01,LOC101926997,uncharacterized LOC101926997
218590_at,7.76E-01,4.94E-01,6.87E-01,-6.21395,1.20E-01,C10orf2,chromosome 10 open reading frame 2
217626_at,7.76E-01,4.94E-01,6.87E-01,-6.21395,1.04E-01,AKR1C1,aldo-keto reductase family 1 member C1
222172_at,7.76E-01,4.94E-01,-6.87E-01,-6.21396,-1.49E-01,NPAS3,neuronal PAS domain protein 3
205384_at,7.76E-01,4.94E-01,-6.87E-01,-6.21399,-1.35E-01,FXYD1,FXYD domain containing ion transport regulator 1
222218_s_at,7.76E-01,4.94E-01,-6.87E-01,-6.21404,-1.25E-01,PILRA,paired immunoglobin like type 2 receptor alpha
211100_x_at,7.76E-01,4.94E-01,6.87E-01,-6.21407,1.17E-01,LILRA2,leukocyte immunoglobulin like receptor A2
217490_at,7.76E-01,4.94E-01,-6.87E-01,-6.21412,-1.49E-01,,
210978_s_at,7.76E-01,4.94E-01,6.87E-01,-6.2142,1.21E-01,TAGLN2,transgelin 2
205960_at,7.76E-01,4.94E-01,-6.87E-01,-6.21421,-1.15E-01,PDK4,pyruvate dehydrogenase kinase 4
202599_s_at,7.76E-01,4.94E-01,-6.87E-01,-6.21423,-1.41E-01,NRIP1,nuclear receptor interacting protein 1
216240_at,7.76E-01,4.94E-01,-6.87E-01,-6.21427,-9.66E-02,MIR1204///PVT1,microRNA 1204///Pvt1 oncogene (non-protein coding)
210148_at,7.76E-01,4.94E-01,6.87E-01,-6.21429,1.20E-01,HIPK3,homeodomain interacting protein kinase 3
220380_at,7.76E-01,4.94E-01,6.87E-01,-6.21429,1.32E-01,DNASE2B,deoxyribonuclease 2 beta
210310_s_at,7.76E-01,4.94E-01,6.87E-01,-6.21432,1.22E-01,FGF5,fibroblast growth factor 5
211132_at,7.76E-01,4.94E-01,6.86E-01,-6.21438,1.22E-01,INTS3,integrator complex subunit 3
215020_at,7.76E-01,4.95E-01,-6.86E-01,-6.2145,-8.53E-02,NRXN3,neurexin 3
201991_s_at,7.76E-01,4.95E-01,6.86E-01,-6.21456,8.90E-02,KIF5B,kinesin family member 5B
201000_at,7.76E-01,4.95E-01,6.86E-01,-6.21457,9.18E-02,AARS,alanyl-tRNA synthetase
34764_at,7.76E-01,4.95E-01,6.86E-01,-6.21458,1.09E-01,LARS2,"leucyl-tRNA synthetase 2, mitochondrial"
207062_at,7.76E-01,4.95E-01,-6.86E-01,-6.21463,-8.62E-02,IAPP,islet amyloid polypeptide
218348_s_at,7.76E-01,4.95E-01,6.86E-01,-6.21465,1.20E-01,ZC3H7A,zinc finger CCCH-type containing 7A
209698_at,7.76E-01,4.95E-01,6.86E-01,-6.21474,1.05E-01,CCHCR1,coiled-coil alpha-helical rod protein 1
220390_at,7.76E-01,4.95E-01,6.86E-01,-6.21474,1.19E-01,AGBL2,ATP/GTP binding protein like 2
213490_s_at,7.76E-01,4.95E-01,6.86E-01,-6.21477,1.26E-01,MAP2K2,mitogen-activated protein kinase kinase 2
220473_s_at,7.76E-01,4.95E-01,6.86E-01,-6.21477,1.43E-01,ZCCHC4,zinc finger CCHC-type containing 4
212615_at,7.76E-01,4.95E-01,6.86E-01,-6.21484,8.80E-02,CHD9,chromodomain helicase DNA binding protein 9
219057_at,7.76E-01,4.95E-01,-6.86E-01,-6.21498,-1.33E-01,RABEP2,"rabaptin, RAB GTPase binding effector protein 2"
206964_at,7.76E-01,4.95E-01,6.86E-01,-6.215,2.00E-01,NAT8B,"N-acetyltransferase 8B (putative, gene/pseudogene)"
209331_s_at,7.76E-01,4.95E-01,6.85E-01,-6.21504,1.58E-01,MAX,MYC associated factor X
216091_s_at,7.76E-01,4.95E-01,6.85E-01,-6.21508,1.05E-01,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase
216537_s_at,7.76E-01,4.95E-01,6.85E-01,-6.21522,1.35E-01,SIGLEC7,sialic acid binding Ig like lectin 7
222149_x_at,7.76E-01,4.95E-01,-6.85E-01,-6.2153,-1.06E-01,GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8EP///GOLGA8G,"golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member E, pseudogene///golgin A8 family member G"
212289_at,7.76E-01,4.95E-01,-6.85E-01,-6.21539,-1.31E-01,ANKRD12,ankyrin repeat domain 12
221972_s_at,7.76E-01,4.95E-01,6.85E-01,-6.2154,1.86E-01,SDF4,stromal cell derived factor 4
49077_at,7.76E-01,4.95E-01,6.85E-01,-6.21546,8.42E-02,PPME1,protein phosphatase methylesterase 1
205064_at,7.77E-01,4.96E-01,-6.84E-01,-6.21573,-1.43E-01,SPRR1B,small proline rich protein 1B
213398_s_at,7.77E-01,4.96E-01,6.84E-01,-6.21583,1.55E-01,SDR39U1,short chain dehydrogenase/reductase family 39U member 1
219835_at,7.77E-01,4.96E-01,-6.84E-01,-6.21591,-8.98E-02,PRDM8,PR/SET domain 8
208770_s_at,7.77E-01,4.96E-01,-6.84E-01,-6.21591,-1.20E-01,EIF4EBP2,eukaryotic translation initiation factor 4E binding protein 2
210822_at,7.77E-01,4.96E-01,-6.84E-01,-6.21595,-1.30E-01,RPL13P5///LRRC23,ribosomal protein L13 pseudogene 5///leucine rich repeat containing 23
202720_at,7.77E-01,4.96E-01,6.84E-01,-6.216,8.42E-02,TES,testin LIM domain protein
210161_at,7.77E-01,4.96E-01,6.84E-01,-6.21611,9.09E-02,NFATC1,nuclear factor of activated T-cells 1
210315_at,7.77E-01,4.96E-01,-6.84E-01,-6.21617,-1.03E-01,SYN2,synapsin II
213107_at,7.77E-01,4.96E-01,6.84E-01,-6.21621,9.43E-02,TNIK,TRAF2 and NCK interacting kinase
202163_s_at,7.77E-01,4.96E-01,6.84E-01,-6.21624,1.14E-01,CNOT8,CCR4-NOT transcription complex subunit 8
202292_x_at,7.77E-01,4.96E-01,-6.84E-01,-6.21629,-9.62E-02,LYPLA2,lysophospholipase II
217548_at,7.77E-01,4.96E-01,-6.84E-01,-6.21629,-9.40E-02,ARPIN,actin-related protein 2/3 complex inhibitor
222003_s_at,7.77E-01,4.96E-01,-6.84E-01,-6.21631,-1.19E-01,DOCK6,dedicator of cytokinesis 6
217827_s_at,7.77E-01,4.96E-01,-6.84E-01,-6.21634,-1.04E-01,SPG21,"spastic paraplegia 21 (autosomal recessive, Mast syndrome)"
201936_s_at,7.77E-01,4.96E-01,-6.83E-01,-6.21646,-1.54E-01,EIF4G3,eukaryotic translation initiation factor 4 gamma 3
217870_s_at,7.77E-01,4.96E-01,6.83E-01,-6.21649,1.01E-01,CMPK1,cytidine/uridine monophosphate kinase 1
217906_at,7.77E-01,4.97E-01,6.83E-01,-6.21656,9.89E-02,KLHDC2,kelch domain containing 2
216951_at,7.77E-01,4.97E-01,6.83E-01,-6.21657,1.19E-01,FCGR1A,Fc fragment of IgG receptor Ia
216733_s_at,7.77E-01,4.97E-01,-6.83E-01,-6.21659,-1.01E-01,GATM,glycine amidinotransferase
214457_at,7.77E-01,4.97E-01,-6.83E-01,-6.2166,-1.03E-01,HOXA2,homeobox A2
211902_x_at,7.77E-01,4.97E-01,6.83E-01,-6.2167,9.53E-02,YME1L1,YME1 like 1 ATPase
206319_s_at,7.77E-01,4.97E-01,6.83E-01,-6.21677,1.09E-01,EPPIN-WFDC6///EPPIN,EPPIN-WFDC6 readthrough///epididymal peptidase inhibitor
211358_s_at,7.77E-01,4.97E-01,6.83E-01,-6.21679,1.54E-01,CIZ1,CDKN1A interacting zinc finger protein 1
205551_at,7.77E-01,4.97E-01,6.83E-01,-6.21682,1.04E-01,SV2B,synaptic vesicle glycoprotein 2B
209389_x_at,7.77E-01,4.97E-01,6.83E-01,-6.21682,1.20E-01,DBI,"diazepam binding inhibitor, acyl-CoA binding protein"
209819_at,7.77E-01,4.97E-01,6.83E-01,-6.21698,1.06E-01,HABP4,hyaluronan binding protein 4
216519_s_at,7.77E-01,4.97E-01,-6.82E-01,-6.2171,-1.27E-01,PROSC,proline synthetase cotranscribed homolog (bacterial)
220311_at,7.77E-01,4.97E-01,-6.82E-01,-6.21717,-1.24E-01,N6AMT1,N-6 adenine-specific DNA methyltransferase 1 (putative)
221422_s_at,7.77E-01,4.97E-01,6.82E-01,-6.21726,1.33E-01,MIR600///MIR600HG,microRNA 600///MIR600 host gene
204442_x_at,7.77E-01,4.97E-01,-6.82E-01,-6.2173,-1.31E-01,LTBP4,latent transforming growth factor beta binding protein 4
220834_at,7.78E-01,4.97E-01,6.82E-01,-6.21751,1.11E-01,MS4A12,membrane spanning 4-domains A12
218791_s_at,7.78E-01,4.97E-01,6.82E-01,-6.21755,1.10E-01,KATNBL1,katanin regulatory subunit B1 like 1
213408_s_at,7.78E-01,4.97E-01,6.82E-01,-6.21759,1.19E-01,PI4KAP1///PI4KAP2///PI4KA,phosphatidylinositol 4-kinase alpha pseudogene 1///phosphatidylinositol 4-kinase alpha pseudogene 2///phosphatidylinositol 4-kinase alpha
213014_at,7.78E-01,4.98E-01,6.81E-01,-6.21774,1.33E-01,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1
211221_at,7.78E-01,4.98E-01,6.81E-01,-6.21785,1.02E-01,TADA3,transcriptional adaptor 3
217601_at,7.78E-01,4.98E-01,6.81E-01,-6.21796,1.29E-01,NUP188,nucleoporin 188
203510_at,7.78E-01,4.98E-01,6.81E-01,-6.21798,1.13E-01,MET,"MET proto-oncogene, receptor tyrosine kinase"
204017_at,7.78E-01,4.98E-01,-6.81E-01,-6.21802,-8.99E-02,KDELR3,KDEL endoplasmic reticulum protein retention receptor 3
221292_at,7.78E-01,4.98E-01,6.81E-01,-6.21819,1.19E-01,PTCH2,patched 2
210638_s_at,7.78E-01,4.98E-01,6.81E-01,-6.2182,9.85E-02,FBXO9,F-box protein 9
201235_s_at,7.78E-01,4.98E-01,-6.81E-01,-6.21826,-1.13E-01,BTG2,BTG anti-proliferation factor 2
211386_at,7.78E-01,4.98E-01,6.80E-01,-6.21839,1.93E-01,MGC12488,uncharacterized protein MGC12488
207346_at,7.78E-01,4.98E-01,6.80E-01,-6.21842,1.08E-01,STX2,syntaxin 2
211593_s_at,7.78E-01,4.98E-01,-6.80E-01,-6.21844,-9.30E-02,MAST2,microtubule associated serine/threonine kinase 2
211397_x_at,7.78E-01,4.98E-01,-6.80E-01,-6.21846,-1.14E-01,KIR2DL2,"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2"
210235_s_at,7.78E-01,4.98E-01,-6.80E-01,-6.21847,-1.75E-01,PPFIA1,PTPRF interacting protein alpha 1
215520_at,7.78E-01,4.98E-01,-6.80E-01,-6.21849,-1.33E-01,PYGO1,pygopus family PHD finger 1
218405_at,7.78E-01,4.98E-01,-6.80E-01,-6.21851,-1.64E-01,ABT1,activator of basal transcription 1
201619_at,7.78E-01,4.98E-01,6.80E-01,-6.21861,1.24E-01,PRDX3,peroxiredoxin 3
216272_x_at,7.78E-01,4.99E-01,6.80E-01,-6.2187,1.12E-01,SYDE1,synapse defective Rho GTPase homolog 1
207874_s_at,7.78E-01,4.99E-01,6.80E-01,-6.21874,1.05E-01,CFHR4,complement factor H related 4
214844_s_at,7.78E-01,4.99E-01,6.80E-01,-6.21877,7.77E-02,DOK5,docking protein 5
210540_s_at,7.78E-01,4.99E-01,6.80E-01,-6.21878,1.66E-01,B4GALT4,"beta-1,4-galactosyltransferase 4"
205947_s_at,7.78E-01,4.99E-01,-6.80E-01,-6.21881,-1.22E-01,VIPR2,vasoactive intestinal peptide receptor 2
221455_s_at,7.78E-01,4.99E-01,6.80E-01,-6.21881,1.55E-01,LOC101929777///WNT3,uncharacterized LOC101929777///Wnt family member 3
219825_at,7.78E-01,4.99E-01,-6.80E-01,-6.21882,-1.06E-01,CYP26B1,cytochrome P450 family 26 subfamily B member 1
214946_x_at,7.78E-01,4.99E-01,-6.80E-01,-6.21886,-1.14E-01,LOC101930591///FAM21A///FAM21C,uncharacterized LOC101930591///family with sequence similarity 21 member A///family with sequence similarity 21 member C
220104_at,7.78E-01,4.99E-01,6.80E-01,-6.21895,1.27E-01,ZC3HAV1,"zinc finger CCCH-type containing, antiviral 1"
204174_at,7.79E-01,4.99E-01,6.79E-01,-6.21918,8.39E-02,ALOX5AP,arachidonate 5-lipoxygenase activating protein
209106_at,7.79E-01,4.99E-01,6.79E-01,-6.2192,1.40E-01,NCOA1,nuclear receptor coactivator 1
205710_at,7.79E-01,4.99E-01,-6.79E-01,-6.21933,-1.26E-01,LRP2,LDL receptor related protein 2
209667_at,7.79E-01,4.99E-01,-6.79E-01,-6.21945,-1.07E-01,CES2,carboxylesterase 2
212283_at,7.79E-01,4.99E-01,6.79E-01,-6.21946,1.33E-01,AGRN,agrin
214645_at,7.79E-01,4.99E-01,6.79E-01,-6.2195,9.67E-02,,
206471_s_at,7.79E-01,4.99E-01,-6.79E-01,-6.21951,-9.78E-02,PLXNC1,plexin C1
209703_x_at,7.79E-01,4.99E-01,6.79E-01,-6.21952,8.67E-02,METTL7A,methyltransferase like 7A
205677_s_at,7.79E-01,4.99E-01,-6.79E-01,-6.21963,-1.08E-01,DLEU1,deleted in lymphocytic leukemia 1
212109_at,7.79E-01,4.99E-01,6.79E-01,-6.21963,8.44E-02,HN1L,hematological and neurological expressed 1 like
212080_at,7.79E-01,4.99E-01,-6.79E-01,-6.21969,-1.61E-01,KMT2A,lysine methyltransferase 2A
215167_at,7.79E-01,5.00E-01,6.78E-01,-6.21985,1.23E-01,MED14,mediator complex subunit 14
217323_at,7.79E-01,5.00E-01,6.78E-01,-6.22,1.38E-01,HLA-DRB6,"major histocompatibility complex, class II, DR beta 6 (pseudogene)"
215465_at,7.79E-01,5.00E-01,-6.78E-01,-6.22,-1.26E-01,ABCA12,ATP binding cassette subfamily A member 12
222111_at,7.79E-01,5.00E-01,-6.78E-01,-6.22014,-1.71E-01,FAM63B,family with sequence similarity 63 member B
213728_at,7.79E-01,5.00E-01,6.78E-01,-6.22016,1.49E-01,LAMP1,lysosomal associated membrane protein 1
216086_at,7.79E-01,5.00E-01,6.78E-01,-6.22028,1.05E-01,SV2C,synaptic vesicle glycoprotein 2C
